識別號,年度,承接代表,系所代碼,主聘系所,教師姓名,專兼任,狀態,所屬計畫案,專利/新品種名稱,國別,專利類型,技術報告代碼,進度狀況,技術報告審核完成日期,作者順序,申請人/權利人,申請人/權利人類型,申請日期/公告日期,終止日期,發照機關,證書字號
164324,112,學校,3241,嘉義分部護理系,陳清惠,專任,續聘,無,垂足運動鞋,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2037/10/13,經濟部智慧財產局,D227955
164311,112,學校,3241,嘉義分部護理系,黃淑倫,專任,續聘,無,擦拭裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/05/21,2042/05/30,經濟部智慧財產局,I803332
164328,112,學校,3241,嘉義分部護理系,黃靜鳳,專任,續聘,無,抽痰器模擬教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2038/01/11,經濟部智慧財產局,D228002
164309,112,學校,3241,嘉義分部護理系,劉瓊玫,專任,續聘,無,洗澡架,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/02/09,經濟部智慧財產局,D223543
164312,112,學校,3241,嘉義分部護理系,劉瓊玫,專任,續聘,無,針蓋,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/05/21,2037/09/28,經濟部智慧財產局,D225550
164313,112,學校,3241,嘉義分部護理系,劉瓊玫,專任,續聘,無,止血帶*,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/05/21,2037/09/28,經濟部智慧財產局,D225549
164327,112,學校,3241,嘉義分部護理系,劉瓊玫,專任,續聘,無,針劑藥物之混合器,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2042/09/28,經濟部智慧財產局,I818754
164329,112,學校,3241,嘉義分部護理系,劉瓊玫,專任,續聘,無,抽痰器模擬教具,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2038/01/11,經濟部智慧財產局,D228002
164310,112,學校,3241,嘉義分部護理系,潘美玉,專任,續聘,無,尿袋包,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/21,2037/04/14,經濟部智慧財產局,D223837
164306,112,學校,3241,嘉義分部護理系,鄧志娟,專任,續聘,無,糞便檢體收集器,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/04/26,經濟部智慧財產局,D223613
164323,112,學校,3241,嘉義分部護理系,鄧志娟,專任,續聘,無,輪椅,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2042/10/04,經濟部智慧財產局,I818759
164326,112,學校,3241,嘉義分部護理系,鄧志娟,專任,續聘,無,膠帶裝置,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2043/03/05,經濟部智慧財產局,I818875
164318,112,學校,3241,嘉義分部護理系,謝靜秀,專任,續聘,無,洗澡手套,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/06/21,2037/11/15,經濟部智慧財產局,D226054
164322,112,學校,3241,嘉義分部護理系,謝靜秀,專任,續聘,無,輪椅,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2042/10/04,經濟部智慧財產局,I818759
164335,112,學校,3241,嘉義分部護理系,謝靜秀,專任,續聘,無,鼻胃管套,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/12/01,2038/03/24,經濟部智慧財產局,D228835
164337,112,學校,3241,嘉義分部護理系,謝靜秀,專任,續聘,無,含藥水棉花棒包套組與棉花包,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/12/01,2042/10/05,經濟部智慧財產局,I824759
164320,112,學校,3241,嘉義分部護理系,蘇清菁,專任,續聘,無,智能針頭收集裝置,國內,發明專利,,已核准,,第四(以上)作者,長庚學校財團法人長庚科技大學,本校,2023/08/01,2042/02/22,經濟部智慧財產局,I810823
164332,112,學校,3241,嘉義分部護理系,蘇清菁,專任,續聘,無,智能偵測氣墊床,國內,發明專利,,已核准,,第四(以上)作者,長庚學校財團法人長庚科技大學,本校,2023/11/11,2043/03/13,經濟部智慧財產局,I822609
164334,112,學校,3241,嘉義分部護理系,蘇清菁,專任,續聘,無,口腔肌力訓練裝置,國內,發明專利,,已核准,,第四(以上)作者,長庚學校財團法人長庚科技大學,本校,2023/11/11,2043/03/13,經濟部智慧財產局,I822608
164338,112,學校,3241,嘉義分部護理系,蘇清菁,專任,續聘,無,多功能運動椅,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/12/01,2043/04/26,經濟部智慧財產局,I824967
164307,112,學校,3932,通識教育學科,鄭賀珍,專任,續聘,無,糞便檢體收集器,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2037/04/26,經濟部智慧財產局,D223613
